song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Idhuvarai Neengal,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:35,Tamil,11-02-2004,0.52,0.188,0.685,0.342,-7.318,0.0522,104.979,1,1,0.003,4,45,1297452,2004
Yaar Neengal Yellai Puram Yellai Purathi Ellorum Ippadithan - StoryAndDialogues,Sivaji Ganesan,/artist/sivaji-ganesan,07:06,Tamil,09-12-2005,0.35,0.306,0.006,0.679,-2.836,0.0643,206.076,1,10,0.039,4,89,4698859,2005
Paduthaal Purandaal,S. P. Balasubrahmanyam|Ramola,/artist/s-p-balasubrahamanyam|/artist/ramola,04:33,Tamil,10-11-2002,0.16,0.709,0.991,0.706,-2.301,0.074,119.072,1,10,0.029,4,38,488950,2002
Yen Ullam Unthan,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,04:28,Tamil,09-10-2023,0.69,0.37,0.364,1.0,-7.219,0.062,120.024,1,1,0.0,4,68,8647437,2023
Devane Ennai - With Dialogues,T.M. Soundararajan,/artist/tm-soundararajan,05:15,Tamil,06-01-2006,0.52,0.73,0.066,0.5,-3.035,0.033,130.082,1,11,0.05,4,52,6804560,2006
Veppa Marathu Nizhalile,T. K. S. Kalaivanan,/artist/t-k-s-kalaivanan,04:44,Tamil,10-04-2007,0.5,0.018,0.353,0.002,-10.821,0.08,165.119,0,6,0.07,4,75,7224967,2007
Ennai Therinja,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,04:39,Tamil,03-12-2009,0.96,0.03,0.825,0.2,-12.491,0.091,179.996,0,2,0.021,4,99,515977,2009
Maasillaa Deva Balane,Helen Satya,/artist/helen-satya,03:29,Tamil,12-11-2006,0.46,0.871,0.762,0.796,-8.711,0.0185,144.894,0,8,0.021,4,86,2781608,2006
Vaanam Keezhe Vanthal Enna_2,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:58,Tamil,11-03-2021,0.31,0.06,0.971,0.1,-9.791,0.017,201.926,1,4,0.035,4,29,10189562,2021
Kalathil Idhu,L.R. Eswari,/artist/lr-eswari-2,03:27,Tamil,03-01-2009,0.92,0.79,0.402,0.9,-2.267,0.09,160.006,1,7,0.04,4,33,4874691,2009
Vaan Meghangale,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:54,Tamil,06-05-2022,0.68,0.653,0.357,0.607,-9.757,0.028,184.126,1,1,0.062,4,76,2175149,2022
Muthukkalo Kangal,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:44,Tamil,01-02-2007,0.85,0.56,0.74,0.9,-12.42,0.0334,111.96,1,1,0.071,4,47,5583748,2007
Amaithikku Peyarthaan,T M S Selvakumar,/artist/t-m-s-selvakumar,05:15,Tamil,06-01-2005,0.37,0.274,0.549,0.784,-7.845,0.0775,186.004,1,1,0.04,4,99,4744978,2005
Azhagumayil,Sirkazhi Govindarajan|P. Susheela,/artist/sirkazhi-govindarajan|/artist/p-suseela-2,06:27,Tamil,08-09-2000,0.3,0.157,0.447,0.587,-4.879,0.07,170.152,1,4,0.03,4,89,1865918,2000
A B C D Chachaja,P.B.Srinivas,/artist/pbsrinivas-1,04:17,Tamil,06-11-2022,0.86,0.71,0.396,0.3,-13.331,0.065,130.01,0,4,0.04,4,26,2599916,2022
Aththai Magal,T M S Selvakumar,/artist/t-m-s-selvakumar,02:42,Tamil,12-04-2008,0.79,0.023,0.787,0.932,-13.494,0.0891,196.11,1,7,0.005,4,66,9361167,2008
Muruga Namavali,A.R. Ramani Ammal,/artist/ar-ramani-ammal-33,03:08,Tamil,03-10-2021,0.56,0.7,0.783,0.6,-6.868,0.06,176.008,1,1,0.069,4,60,2919199,2021
Prabo Venkatesa,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,06:53,Tamil,01-06-2008,0.34,0.07,0.586,0.6,-13.868,0.0,139.82,1,6,0.04,4,92,7389000,2008
Muthukulikka Vaareegala,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,03:33,Tamil,04-03-2005,0.26,0.284,0.869,0.185,-5.759,0.09,119.856,0,6,0.045,4,45,10237593,2005
Kanni Nathiyoram,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:49,Tamil,08-07-2002,0.05,0.55,0.484,0.4,-11.118,0.085,120.005,0,4,0.028,4,56,2467713,2002
Paattu Varum,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:46,Tamil,02-10-2007,0.89,0.692,0.477,0.518,-13.737,0.072,178.986,0,10,0.015,4,60,1355395,2007
Oru Vaalum Illai,T.M. Soundararajan,/artist/tm-soundararajan,03:41,Tamil,11-07-2001,0.16,0.03,0.016,0.7,-13.324,0.091,146.07,0,0,0.02,4,57,4944441,2001
Pakkatthu Veettu,P. Susheela,/artist/p-suseela-2,03:19,Tamil,11-09-2005,0.75,0.858,0.437,0.951,-11.205,0.0529,128.004,1,9,0.004,4,86,10601207,2005
Aasaiye Kaathule.,S. P. Sailaja|Chorus,/artist/s-p-sailaja-2|/artist/chorus,04:38,Tamil,08-03-2004,0.17,0.67,0.841,0.4,-12.048,0.015,135.062,0,11,0.0732,4,31,2049339,2004
Yogi Yunjitha Sathatham,P. Susheela,/artist/p-suseela-2,01:11,Tamil,09-06-2002,0.47,0.66,0.412,0.8,-10.457,0.025,190.116,1,0,0.082,4,45,10818378,2002
Akkam Pakkam,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:37,Tamil,06-04-2005,0.57,0.63,0.484,0.505,-6.781,0.063,174.555,1,2,0.06,4,52,7425590,2005
Sami Thinthakathome,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:44,Tamil,09-10-2005,0.21,0.31,0.871,0.4,-10.386,0.085,204.61,1,9,0.0402,4,67,5897636,2005
Yai Chinthamani,L.R.Anjali|Malaysia Vasudevan,/artist/lranjali|/artist/malaysia-vasudevan,05:02,Tamil,02-05-2006,0.67,0.756,0.605,0.067,-5.938,0.079,201.98,1,7,0.082,4,59,2517564,2006
Akkarai Seemai,K J Yesudas,/artist/k-j-yesudas,04:26,Tamil,02-04-2003,0.37,0.96,0.641,0.5,-7.781,0.09,200.09,1,7,0.07,4,76,8169344,2003
Kadavul Ennum,T.M. Soundararajan,/artist/tm-soundararajan,03:33,Tamil,08-01-2005,0.33,0.109,0.195,0.976,-11.574,0.04,139.833,0,11,0.01,4,76,7993015,2005
Hello Miss Hello Miss,T.M. Soundararajan,/artist/tm-soundararajan,04:11,Tamil,08-03-2002,0.97,0.442,0.289,0.172,-4.191,0.06,181.839,0,7,0.04,4,45,5202443,2002
Paadu Endru,P. Jayachandran,/artist/p-jayachandran-1,04:09,Tamil,11-07-2009,0.75,0.51,0.834,0.4,-7.168,0.0003,119.992,0,11,0.064,4,84,4021738,2009
Endhan Yesuve Undhan Nesame,Sister Sarah Navaroji,/artist/sister-sarah-navaroji,03:20,Tamil,11-10-2009,0.91,0.09,0.988,0.3,-12.356,0.1,160.08,0,10,0.0676,4,93,11393487,2009
Vignanathai,N. S. Krishnan|T. A. Madhuram,/artist/n-s-krishnan-1|/artist/t-a-madhuram-1,03:02,Tamil,12-10-2008,0.04,0.234,0.286,0.414,-7.575,0.02,167.846,1,1,0.015,4,44,6382527,2008
Naan Uyara,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:46,Tamil,09-12-2004,0.93,0.305,0.333,0.719,-13.803,0.0787,126.96,0,10,0.03,4,62,10402160,2004
Ennai Vittu Pirintha Kadhalan,Vani Jairam|P. Jayachandran,/artist/vani-jayaram|/artist/p-jayachandran-1,04:55,Tamil,10-11-2003,0.23,0.74,0.136,0.3,-6.641,0.02,192.698,0,11,0.0,4,33,7890404,2003
Kadhiravan Thondrum Kaalai Idhe,Sister Sarah Navaroji,/artist/sister-sarah-navaroji,03:14,Tamil,07-04-2002,0.23,0.923,0.899,0.222,-3.759,0.03,119.963,1,8,0.07,4,56,7497838,2002
Naan Oru Medai Paadagan,T.M. Soundararajan|S. P. Balasubrahmanyam|L.R. Eswari,/artist/tm-soundararajan|/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,05:45,Tamil,05-07-2001,0.07,0.46,0.785,0.053,-13.382,0.1,119.999,1,10,0.09,4,33,1564612,2001
Disco Sangeetham Than,Deepan Chakravarthy|Uma Ramanan,/artist/deepan-chakravarthy|/artist/uma-ramanan-1,04:54,Tamil,08-02-2008,0.36,0.66,0.851,0.6,-7.01,0.06,104.967,0,11,0.043,4,99,3853714,2008
Nalla Nalla Pillaigalai (Male),T.M. Soundararajan,/artist/tm-soundararajan,03:36,Tamil,09-03-2020,0.85,0.957,0.26,0.019,-6.761,0.05,159.99,1,1,0.0931,4,98,1619477,2020
Udhithar Ulagathin Rakshagarai,Bharathi Paul,/artist/bharathi-paul,03:07,Tamil,01-08-2020,0.11,0.448,0.024,0.326,-3.818,0.0893,189.95,1,1,0.066,4,89,6078922,2020
Isaikettaal,T.M. Soundararajan,/artist/tm-soundararajan,05:00,Tamil,10-08-2004,0.62,0.563,0.688,0.841,-11.163,0.0226,165.192,1,6,0.0868,4,57,4409845,2004
Paruvam Pona,P. Susheela,/artist/p-suseela-2,04:38,Tamil,09-02-2021,0.34,0.58,0.046,0.3,-4.671,0.0051,119.998,1,2,0.055,4,25,2803048,2021
Raja Raja Maharaja - Ther Ukoothu,Party|T.M. Soundararajan,/artist/party|/artist/tm-soundararajan,09:37,Tamil,08-11-2022,0.48,0.977,0.673,0.146,-12.71,0.0481,104.523,0,1,0.04,4,79,10343415,2022
Thottu Kaattava,T.M. Soundararajan,/artist/tm-soundararajan,03:41,Tamil,03-04-2006,0.93,0.14,0.386,0.7,-3.207,0.01,140.181,0,5,0.0118,4,34,3909228,2006
Loving Is A Game,Saibaba|S. P. Balasubrahmanyam|L.R. Eswari,/artist/saibaba|/artist/s-p-balasubrahamanyam|/artist/lr-eswari-2,04:05,Tamil,06-03-2004,0.81,0.666,0.662,0.123,-2.567,0.07,140.0,1,1,0.01,4,64,10755436,2004
Kattapulle Kutta Pulle,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,03:22,Tamil,08-06-2002,0.34,0.7,0.613,0.6,-11.922,0.002,194.126,0,5,0.082,4,49,7784470,2002
Aalhum Iraivan,Nagore E.M. Hanifa,/artist/nagore-em-hanifa-46,06:07,Tamil,12-12-2005,0.77,0.201,0.35,0.444,-8.076,0.05,174.146,1,1,0.055,4,86,4095673,2005
Jambulingame Jadathara,Dharapuram Sundararajan|K. Veeramani|Kovai Soundarajan,/artist/dharapuram-sundararajan|/artist/k-veeramani-1|/artist/kovai-soundaraj,03:34,Tamil,09-09-2021,0.47,0.4,0.938,0.7,-3.241,0.08,139.958,1,2,0.004,4,39,9717049,2021
Brindavanathukku,P Suhseela,/artist/p-suhseela,04:36,Tamil,10-06-2006,0.47,0.56,0.318,0.4,-12.165,0.09,144.908,0,9,0.03,4,83,6771745,2006
Vanathin Meethu,M.S. Subbulakshmi,/artist/ms-subbulakshmi,03:02,Tamil,03-12-2022,0.97,0.47,0.997,0.3,-4.437,0.0744,122.961,1,1,0.01,4,25,2492494,2022
Viragathapamenum,S. Janaki,/artist/s-janaki,04:31,Tamil,05-02-2001,0.16,0.253,0.866,0.701,-13.537,0.0073,193.956,1,11,0.0511,4,93,4987438,2001
Kannukku Theriyaatha,T.M. Soundararajan,/artist/tm-soundararajan,03:32,Tamil,09-05-2006,0.22,0.68,0.374,0.8,-5.321,0.058,148.028,0,5,0.0764,4,66,9047322,2006
Mampazha Thottam,Dr. Seerkhazhi S. Govindarajan|L.R. Eswari,/artist/dr-seerkhazhi-s-govindarajan-1|/artist/lr-eswari-2,04:15,Tamil,06-09-2007,0.27,0.332,0.269,0.261,-11.499,0.08,133.514,0,4,0.08,4,64,3621939,2007
Muthu Nagaiye,T.M. Soundararajan,/artist/tm-soundararajan,03:15,Tamil,06-03-2008,0.88,0.38,0.802,0.1,-13.268,0.0383,139.959,1,1,0.0887,4,61,2680694,2008
Ootha Kaathu,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:39,Tamil,12-02-2023,1.0,0.433,0.972,0.358,-4.11,0.04,190.108,0,4,0.08,4,32,6178277,2023
Sathappa,Malaysia Vasudevan|Venkatesh,/artist/malaysia-vasudevan|/artist/venkatesh,04:10,Tamil,03-02-2020,0.9,0.09,0.925,0.5,-10.688,0.0077,140.171,0,10,0.0564,4,58,4019770,2020
Puriyadhu,A. M. Rajah,/artist/a-m-rajah-1,04:43,Tamil,04-12-2021,0.1,0.03,0.643,0.1,-10.772,0.053,108.062,0,7,0.01,4,68,3468006,2021
Satguru Padugai,Bhaktha Swaraa Bhajan Mandali,/artist/bhaktha-swaraa-bhajan-mandali,06:30,Tamil,03-11-2008,0.21,0.22,0.681,0.0,-2.16,0.0044,185.969,0,7,0.091,4,91,6274824,2008
Devathi Devar Ellam,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:10,Tamil,04-05-2000,0.86,0.23,0.174,0.021,-13.995,0.0124,115.926,1,1,0.0933,4,48,7144125,2000
Saravana Poigaiyil,P. Susheela,/artist/p-suseela-2,04:23,Tamil,10-09-2004,0.66,0.91,0.802,0.3,-4.98,0.04,140.778,0,10,0.0839,4,89,3384076,2004
Kungumam,P Suhseela|Sulamangalam R Rajalakshmi,/artist/p-suhseela|/artist/sulamangalam-r-rajalakshmi,02:51,Tamil,02-11-2004,0.17,0.462,0.514,0.766,-7.353,0.088,197.48,1,6,0.0665,4,72,5923950,2004
Naalai Naalai (Pathos),T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:17,Tamil,10-02-2007,0.77,0.938,0.714,0.692,-12.469,0.003,184.638,0,11,0.093,4,91,5056924,2007
Thunbamellam,K.B. Sundarambal,/artist/kb-sundarambal,02:12,Tamil,04-06-2002,0.1,0.86,0.61,0.6,-10.109,0.07,169.212,1,1,0.0654,4,81,7569878,2002
Mayakkam Enedhu,T M S Selvakumar,/artist/t-m-s-selvakumar,03:32,Tamil,12-08-2005,0.83,0.397,0.996,0.165,-8.009,0.0575,179.816,0,5,0.07,4,59,1516091,2005
Pothaicha,K. S. Chithra,/artist/chitra,04:55,Tamil,02-12-2004,0.27,0.302,0.088,0.963,-8.815,0.0046,196.304,1,0,0.0603,4,66,46779,2004
Paththumalai Thiru,Sirkazhi Govindarajan|P. Susheela|M. S. Viswanathan|L.R. Eswari|T.M. Soundararajan|Bangalore A.R. Ramani Amma,/artist/sirkazhi-govindarajan|/artist/p-suseela-2|/artist/m-s-viswanathan-2|/artist/lr-eswari-2|/artist/tm-soundararajan|/artist/bangalore-ar-ramani-amma-1,09:26,Tamil,08-10-2009,0.75,0.469,0.771,0.663,-8.203,0.05,200.817,1,1,0.04,4,91,10720938,2009
Enga Ooru,Kollangudi Karuppayi,/artist/kollangudi-karuppayi,04:11,Tamil,01-05-2020,0.35,0.571,0.594,0.878,-10.397,0.0864,189.988,1,0,0.01,4,68,8680230,2020
Thangamani Rangamani,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,04:00,Tamil,03-12-2022,0.34,0.027,0.662,0.299,-8.588,0.095,155.192,1,2,0.02,4,99,6225692,2022
Iraivan Nabi Magal Fathima,K. Mohideen Baig,/artist/k-mohideen-baig-5,03:14,Tamil,08-08-2022,0.43,0.62,0.836,0.5,-9.584,0.09,199.996,0,6,0.0185,4,58,7835624,2022
Kalyana Santhaiyille Oru,P. Susheela,/artist/p-suseela-2,03:32,Tamil,07-11-2001,0.99,0.735,0.243,0.678,-4.783,0.004,171.642,1,10,0.02,4,40,2695972,2001
Thookkamun Kangalai,U. Thiyagarajan|Orchestra,/artist/u-thiyagarajan-1|/artist/orchestra,04:22,Tamil,07-01-2004,0.67,0.77,0.942,0.3,-6.13,0.07,187.028,0,11,0.01,4,55,3247183,2004
Kannil Undu Oru,Manonmani Shankar,/artist/manonmani-shankar,04:27,Tamil,02-10-2003,0.02,0.941,0.21,0.366,-3.887,0.01,191.696,1,1,0.02,4,46,8957809,2003
Kalyana Aasasi Vantha,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:29,Tamil,11-02-2006,0.25,0.57,0.881,0.1,-2.333,0.1,181.448,0,6,0.005,4,42,2535422,2006
Naan Yezhu Vayasile,L.R. Eswari,/artist/lr-eswari-2,03:44,Tamil,05-05-2009,0.02,0.14,0.296,0.6,-2.833,0.08,140.065,0,0,0.06,4,33,9531204,2009
Pdachonnal,A.L. Raghavan,/artist/al-raghavan-1,01:39,Tamil,10-09-2021,0.69,0.38,0.32,0.633,-6.673,0.01,148.002,1,2,0.02,4,31,9444713,2021
Yesu Thirunaamam,Helen Satya|Betty Prince|Ruby John|Daphne Lionel|Sherene John,/artist/helen-satya|/artist/betty-prince|/artist/ruby-john|/artist/daphne-lionel|/artist/sherene-john,03:57,Tamil,06-03-2006,0.26,0.88,0.555,0.8,-3.904,0.075,186.058,1,10,0.0373,4,97,7742351,2006
Attra Melathai,Kovai Soundarajan|L.R. Eswari,/artist/kovai-soundaraj|/artist/lr-eswari-2,04:48,Tamil,01-08-2003,0.6,0.77,0.661,0.9,-4.22,0.0964,194.056,1,7,0.0046,4,70,5116480,2003
Velli Mani,P. Susheela,/artist/p-suseela-2,03:14,Tamil,05-11-2023,0.05,0.321,0.263,0.669,-2.298,0.03,130.047,1,0,0.01,4,29,4981181,2023
Saranam Saranam Saiendru,T. K. S. Kalaivanan,/artist/t-k-s-kalaivanan,04:12,Tamil,08-01-2009,0.9,0.43,0.31,0.5,-4.237,0.0427,176.114,1,5,0.0485,4,63,539821,2009
Uyire Uyire,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,10:56,Tamil,10-03-2005,0.88,0.117,0.278,0.647,-6.764,0.052,150.948,1,1,0.069,4,64,803606,2005
Thoovanam,Salem S. Jayalakshmi,/artist/salem-s-jayalakshmi-2,05:29,Tamil,11-05-2001,0.79,0.76,0.074,0.3,-5.275,0.07,176.945,1,9,0.0524,4,68,11298230,2001
Oh Nenjame,S. Janaki|Dheepan Chakravarthy,/artist/s-janaki|/artist/dheepan-chakravarthy,05:41,Tamil,02-01-2020,0.35,0.839,0.842,0.161,-11.423,0.02,112.996,0,10,0.0907,4,55,3318176,2020
Kakka Pudikkama,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:40,Tamil,02-03-2022,0.29,0.49,0.331,0.7,-6.712,0.026,112.347,1,7,0.0041,4,88,10769451,2022
Neramithu,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,04:33,Tamil,08-04-2000,0.11,0.43,0.942,0.2,-4.746,0.03,116.997,1,1,0.0008,4,33,8107782,2000
Vadivelane,P Suhseela,/artist/p-suhseela,04:05,Tamil,12-10-2009,0.77,0.659,0.629,0.282,-10.316,0.056,178.978,0,11,0.085,4,39,4291035,2009
Maargazhiyil,Vani Jairam|S. P. Balasubrahmanyam,/artist/vani-jayaram|/artist/s-p-balasubrahamanyam,04:31,Tamil,08-07-2022,0.2,0.96,0.13,0.4,-3.358,0.018,123.906,1,7,0.067,4,46,11161451,2022
Unnai Ondru (Pathos),P. Susheela,/artist/p-suseela-2,02:01,Tamil,11-04-2022,0.35,0.47,0.595,0.1,-10.595,0.0371,140.042,1,0,0.1,4,50,6130897,2022
Ammadi Ponnukku (Happy),T.M. Soundararajan,/artist/tm-soundararajan,03:42,Tamil,10-03-2003,0.64,0.98,0.66,0.5,-10.442,0.08,192.048,1,1,0.092,4,64,3927965,2003
Ponnendrum Poovendrum,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:39,Tamil,02-11-2006,0.72,0.95,0.971,1.0,-8.346,0.027,171.043,1,1,0.038,4,96,6562653,2006
Kodi Kodi,Pitthukuli Murugadas,/artist/pitthukuli-murugadas,07:02,Tamil,02-03-2000,1.0,0.95,0.499,0.4,-11.36,0.024,119.992,1,1,0.06,4,60,4743008,2000
Pattu Vanna Roja,K. S. Chithra,/artist/chitra,04:26,Tamil,03-11-2008,0.96,0.29,0.367,0.8,-12.065,0.0013,185.97,0,8,0.068,4,43,6591407,2008
Yaaradaa Manithan,T.M. Soundararajan,/artist/tm-soundararajan,03:29,Tamil,07-04-2006,0.07,0.175,0.279,0.396,-5.994,0.03,192.066,1,8,0.05,4,66,4341400,2006
Penmani Ava Kanmani,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:13,Tamil,07-01-2009,0.96,0.35,0.371,0.5,-10.322,0.0434,159.954,1,8,0.075,4,79,4937486,2009
Oh Ammani Akka,S. Janaki,/artist/s-janaki,04:18,Tamil,08-12-2005,0.77,0.399,0.234,0.523,-2.311,0.07,121.974,0,1,0.0939,4,95,10628949,2005
Kanna Kurumai Nira,P. Susheela,/artist/p-suseela-2,03:21,Tamil,03-06-2005,0.99,0.06,0.052,0.4,-12.967,0.03,141.773,1,2,0.03,4,82,6992055,2005
Konjam Odhungu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:28,Tamil,02-09-2022,0.96,0.002,0.391,0.366,-4.508,0.0,154.889,1,8,0.07,4,88,2212961,2022
Pottu Vaitha - Instrumental,Kunnakudi Vaidyanathan,/artist/kunnakkudi-baidyanathan,04:18,Tamil,01-12-2001,0.87,0.46,0.677,0.3,-12.398,0.0654,160.146,1,2,0.073,4,62,2329484,2001
Intha Malligai Manasai,S. Janaki|Chorus,/artist/s-janaki|/artist/chorus,04:58,Tamil,01-06-2003,0.67,0.139,0.672,0.816,-5.33,0.0,157.953,1,8,0.012,4,25,651169,2003
Indha Minminikku,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:27,Tamil,11-08-2020,0.28,0.82,0.676,0.2,-3.429,0.056,129.976,0,10,0.0058,4,64,10830987,2020
Kalyana Naal Paarkka,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:28,Tamil,11-02-2001,0.35,0.938,0.16,0.58,-10.076,0.09,159.984,0,6,0.0789,4,55,3029643,2001
Megangal,P. Susheela|Sirkazhi Govindarajan,/artist/p-suseela-2|/artist/sirkazhi-govindarajan,03:35,Tamil,06-03-2023,0.8,0.91,0.758,0.6,-13.531,0.013,133.117,0,0,0.0705,4,95,7476988,2023
Raja Embaar,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:32,Tamil,08-12-2022,0.54,0.567,0.562,0.112,-8.717,0.044,148.234,1,9,0.07,4,54,4445643,2022
Oru Iniya Manathu,Sujatha Mohan,/artist/sujatha,04:18,Tamil,01-12-2009,0.33,0.64,0.06,0.2,-9.295,0.0046,159.873,1,0,0.08,4,57,7014514,2009
Atthai Maganae,P. Susheela,/artist/p-suseela-2,02:48,Tamil,12-05-2007,0.59,0.022,0.068,0.159,-9.796,0.0296,113.978,1,0,0.0896,4,48,8742853,2007
Yaarukku Maappillai Yaaro,P. Susheela,/artist/p-suseela-2,03:33,Tamil,07-02-2020,0.8,0.86,0.19,0.1,-6.923,0.0797,166.762,1,7,0.07,4,60,8680821,2020
Ye Machchi,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:33,Tamil,05-07-2022,0.3,0.526,0.772,0.835,-4.061,0.03,140.027,0,9,0.0424,4,73,6952259,2022
Oorgolam Pokindra,L.R. Eswari|S. P. Balasubrahmanyam,/artist/lr-eswari-2|/artist/s-p-balasubrahamanyam,04:30,Tamil,04-06-2003,0.63,0.988,0.918,0.232,-6.782,0.027,150.1,0,11,0.034,4,85,2040646,2003
Panikooda Vairam Pol,Dheepan Chakravarthy|Vani Jairam,/artist/dheepan-chakravarthy|/artist/vani-jayaram,04:09,Tamil,07-08-2006,0.33,0.997,0.251,0.914,-5.263,0.011,150.418,0,4,0.093,4,34,2615319,2006
Kodiyil Irandu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:18,Tamil,06-10-2001,0.29,0.19,0.284,0.6,-13.443,0.046,166.028,0,10,0.09,4,26,1965427,2001
Ulagamengum,U. Thiyagarajan|Orchestra,/artist/u-thiyagarajan-1|/artist/orchestra,03:53,Tamil,05-07-2002,0.06,0.85,0.255,0.171,-10.841,0.0464,120.998,1,2,0.08,4,52,6302489,2002
Tikkirikki Tikkirikki Tattada,P.B. Sreenivas|L.R. Eswari,/artist/pb-sreenivas|/artist/lr-eswari-2,03:35,Tamil,02-10-2021,0.78,0.34,0.407,0.4,-11.749,0.0416,148.09,1,11,0.0447,4,79,811143,2021
Anbe Oru Aasai Geettham,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:41,Tamil,04-12-2021,0.93,0.757,0.047,0.174,-3.826,0.08,139.935,0,5,0.088,4,33,7615487,2021
Thirutheril Varum,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,03:53,Tamil,04-04-2020,0.21,0.39,0.419,0.8,-7.517,0.069,107.119,1,7,0.0504,4,45,10497418,2020
Ilamai Ennum Orch,T. Selvakumar,/artist/t-selvakumar-1,03:58,Tamil,04-01-2006,0.34,0.403,0.435,0.748,-6.724,0.08,127.003,1,6,0.049,4,96,4065503,2006
Aasaiyaa Kopamaa,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:32,Tamil,04-02-2021,0.02,0.81,0.69,0.9,-11.605,0.05,192.03,1,1,0.009,4,39,2800038,2021
Naan Oru Gumastha,T.M. Soundararajan,/artist/tm-soundararajan,02:05,Tamil,04-02-2006,0.48,0.76,0.376,0.0,-3.845,0.02,172.933,0,8,0.0495,4,44,2877804,2006
Aval Our Menagai,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:39,Tamil,08-02-2022,0.82,0.081,0.706,0.286,-10.226,0.03,192.108,0,11,0.0033,4,79,6676353,2022
Seeradi Vazhum,Manonmani Shankar,/artist/manonmani-shankar,04:09,Tamil,04-02-2009,0.41,0.74,0.999,0.7,-10.368,0.0438,197.21,1,1,0.0079,4,93,9042862,2009
Sonthakkara - Sad,K. S. Chithra,/artist/chitra,02:06,Tamil,06-02-2023,0.59,0.118,0.626,0.085,-3.388,0.0466,159.833,1,8,0.071,4,33,4577933,2023
Andru Nee Velundri,K B Sundarambal,/artist/k-b-sundarambal,01:16,Tamil,02-09-2022,0.67,0.94,0.54,0.0,-13.334,0.0,192.012,1,2,0.03,4,45,3575447,2022
Anbulla Appa,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:20,Tamil,06-03-2023,0.08,0.508,0.449,0.357,-3.215,0.0541,145.99,1,1,0.09,4,42,9416669,2023
Poo Vaitha,T.M. Soundararajan|P. Susheela|L.R. Eswari,/artist/tm-soundararajan|/artist/p-suseela-2|/artist/lr-eswari-2,04:13,Tamil,02-08-2001,1.0,0.66,0.373,0.5,-4.664,0.07,145.179,0,0,0.0318,4,70,5810868,2001
Poongatre-Kelayo,K. S. Chithra,/artist/chitra,04:36,Tamil,11-07-2001,0.29,0.47,0.714,0.7,-8.746,0.022,192.526,0,7,0.0982,4,39,6480360,2001
